cue_en,target_en,condition,cue_zh,target_zh,cue_len,target_len,rw_en,"rw_zh, alignment weighted",str_en,"str_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",route_cue_zh,route_target_zh,route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_s_zh,route_cue_other_translations,route_target_other_translations,cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str
abacus,toy,M-E+,算盘,玩具,6,3,0.12018438428640366,0.02370000071823597,0.022857142612338066,0.0,4.0,0.0,,,,,,,,,,0.7410531,0.7505278,0.7457905,0.3756541,0.20527373,0.29046392
abacus,wood,M-E+,算盘,林地,6,4,0.04913440719246864,0.005923858378082514,0.017142856493592262,0.0,3.0,0.0,,,,,,,,,,0.7410531,0.72057724,0.7308152,0.3756541,0.37188697,0.37377053
ability,talent,M+E+,才能,人才,7,6,0.3369303345680237,0.09323523938655853,0.09615384787321091,0.010366316884756088,20.0,1.1091958284378052,才能,天赋,0.3852089643478393,0.3673056364059448,0.5623965859413147,0.17929694056510925,0.10280373692512512,"[{'zh': '才智', 'rcs': 0.2379936426877975, 'w': 0.2882340103349225}, {'zh': '能力', 'rcs': 0.4443146586418152, 'w': 0.14936939710452685}]","[{'zh': '人才', 'rcs': 0.2106465995311737, 'w': 0.4103515282151217}, {'zh': '天才', 'rcs': 0.2030525803565979, 'w': 0.4103515282151217}]",0.7004685,0.66260684,0.6815376,0.36799392,0.117228515,0.24261121
ability,aptitude,M+E+,才能,天赋,7,8,0.5126340389251709,0.2665197253227234,0.01923076994717121,0.05781647190451622,4.0,6.186362266540527,才能,天赋,0.3852089643478393,0.3867457807064056,0.5623965859413147,1.0,0.10280373692512512,"[{'zh': '才智', 'rcs': 0.2379936426877975, 'w': 0.2882340103349225}, {'zh': '能力', 'rcs': 0.4443146586418152, 'w': 0.14936939710452685}]",[],0.7004685,0.70852065,0.7044946,0.36799392,0.27973437,0.32386416
ability,singing,M+E-,才能,歌唱,7,7,0.03215690329670906,0.046473413705825806,0.0,0.00890048686414957,0.0,0.9523521065711975,才能,唱歌,0.3852089643478393,0.4435825645923614,0.5623965859413147,0.4233454465866089,0.037383176386356354,"[{'zh': '才智', 'rcs': 0.2379936426877975, 'w': 0.2882340103349225}, {'zh': '能力', 'rcs': 0.4443146586418152, 'w': 0.14936939710452685}]","[{'zh': '歌唱', 'rcs': 0.4441733360290527, 'w': 0.5766545580777778}]",0.7004685,0.7690484,0.73475844,0.36799392,0.2367251,0.30235952
ability,training,M-E+,才能,培训,7,8,0.19788861274719238,0.035306207835674286,0.024038461968302727,0.0,5.0,0.0,,,,,,,,,,0.7004685,0.75971484,0.7300917,0.36799392,0.327323,0.34765846
ability,sports,M-E+,才能,体育,7,6,0.12544885277748108,0.01762606017291546,0.01923076994717121,0.0,4.0,0.0,,,,,,,,,,0.7004685,0.7607556,0.73061204,0.36799392,0.24604157,0.30701774
ability,capacity,M-E+,才能,容量,7,8,0.20807257294654846,0.011641609482467175,0.014423076994717121,0.0,3.0,0.0,,,,,,,,,,0.7004685,0.6877424,0.69410545,0.36799392,0.1315455,0.24976972
ability,run,M-E+,才能,跑,7,3,0.07238095998764038,0.006580039858818054,0.014423076994717121,0.0,3.0,0.0,,,,,,,,,,0.7004685,0.77827835,0.73937345,0.36799392,0.1921385,0.2800662
able,ability,M+E+,能够,才能,4,7,0.39899930357933044,0.03783431649208069,0.034285712987184525,0.011121226474642754,6.0,1.134365200996399,能够,能力,0.3190171122550964,0.4443146586418152,0.6328634023666382,0.14936940371990204,0.11764705926179886,"[{'zh': '能', 'rcs': 0.2938531339168548, 'w': 0.3671366094733713}]","[{'zh': '才能', 'rcs': 0.3852089643478393, 'w': 0.5623965925605506}, {'zh': '才智', 'rcs': 0.2379936426877975, 'w': 0.2882340103349225}]",0.7405959,0.7004685,0.7205322,0.31506065,0.36799392,0.34152728
able,scope,M+E-,能够,视野,4,5,0.032706793397665024,0.03400220349431038,0.0,0.015279829502105713,0.0,1.5585427284240723,能够,能力,0.3190171122550964,0.2180708199739456,0.6328634023666382,0.2052236795425415,0.11764705926179886,"[{'zh': '能', 'rcs': 0.2938531339168548, 'w': 0.3671366094733713}]","[{'zh': '视野', 'rcs': 0.2264589816331863, 'w': 0.523945539622174}, {'zh': '范围', 'rcs': 0.2538587152957916, 'w': 0.270830782185754}]",0.7405959,0.66496634,0.7027811,0.31506065,0.30688307,0.31097186
able,bear,M+E-,能够,熊,4,4,0.016077417880296707,0.07761267572641373,0.0,0.0131120216101408,0.0,1.4685463905334473,能,熊,0.2938531339168548,0.2862257361412048,0.3671365976333618,1.0,0.0357142873108387,"[{'zh': '能够', 'rcs': 0.3190171122550964, 'w': 0.6328633905266287}]",[],0.7405959,0.8163629,0.7784794,0.31506065,0.2495122,0.2822864
able,acquire,M+E-,能够,得到,4,7,0.053986258804798126,0.09726276993751526,0.0,0.010947837494313717,0.0,1.1166794300079346,能够,得到,0.3190171122550964,0.3535311818122864,0.6328634023666382,0.5881624221801758,0.029411764815449715,"[{'zh': '能', 'rcs': 0.2938531339168548, 'w': 0.3671366094733713}]","[{'zh': '获得', 'rcs': 0.3738654851913452, 'w': 0.411837600940427}]",0.7405959,0.66633844,0.70346713,0.31506065,0.18709603,0.25107834
able,procure,M+E-,能够,得到,4,7,0.05708267539739609,0.0694587230682373,0.0,0.007818230427801609,0.0,0.7974595427513123,能够,得到,0.3190171122550964,0.344261109828949,0.6328634023666382,0.4200271964073181,0.029411764815449715,"[{'zh': '能', 'rcs': 0.2938531339168548, 'w': 0.3671366094733713}]","[{'zh': '取得', 'rcs': 0.385986328125, 'w': 0.30362751433522484}, {'zh': '获得', 'rcs': 0.3420751690864563, 'w': 0.2763452975788166}]",0.7405959,0.6680859,0.7043409,0.31506065,0.25647223,0.28576642
able,strong,M-E+,能够,坚强,4,6,0.1560896933078766,0.029367687180638313,0.034285712987184525,0.0,6.0,0.0,,,,,,,,,,0.7405959,0.6850924,0.71284413,0.31506065,0.22031865,0.26768965
able,seaman,M-E+,能够,水手,4,6,0.11043813079595566,0.015378580428659916,0.017142856493592262,0.0,3.0,0.0,,,,,,,,,,0.7405959,0.7940671,0.7673315,0.31506065,0.44042215,0.3777414
abortion,baby,M+E+,流产,小孩,8,4,0.08693686872720718,0.07547856122255325,0.19298245012760162,0.023056745529174805,33.0,2.7668094635009766,流产,孩子,0.2807873785495758,0.3216045200824737,1.0,0.27668094635009766,0.0833333358168602,[],"[{'zh': '小孩', 'rcs': 0.3786522448062897, 'w': 0.3982338130814724}, {'zh': '宝贝', 'rcs': 0.3550214469432831, 'w': 0.325085239993419}]",0.71793205,0.73960555,0.7287688,0.27015626,0.19951873,0.2348375
abortion,pregnancy,M+E+,流产,怀孕,8,9,0.3017632067203522,0.4918000102043152,0.035087719559669495,0.11666666716337204,6.0,14.0,流产,怀孕,0.2807873785495758,0.4143892228603363,1.0,1.0,0.11666666716337204,[],[],0.71793205,0.7829587,0.75044537,0.27015626,0.45037052,0.3602634
abortion,she,M+E-,流产,女性,8,3,0.0418052114546299,0.14880000054836273,0.0,0.0416666679084301,0.0,5.0,流产,女性,0.2807873785495758,0.252960205078125,1.0,1.0,0.0416666679084301,[],[],0.71793205,0.6077704,0.6628512,0.27015626,0.053667888,0.16191208
abortion,kid,M+E-,流产,妹妹,8,3,0.04358570650219917,0.07085980474948883,0.0,0.01956498622894287,0.0,2.3477983474731445,流产,孩子,0.2807873785495758,0.2647812664508819,1.0,0.23477983474731445,0.0833333358168602,[],"[{'zh': '妹妹', 'rcs': 0.2216147929430008, 'w': 0.40983113602467003}, {'zh': '小孩', 'rcs': 0.3278611600399017, 'w': 0.35538902225640756}]",0.71793205,0.73668516,0.72730863,0.27015626,0.08677875,0.17846751
abortion,son,M+E-,流产,子孙,8,3,0.03761770576238632,0.08468842506408691,0.0,0.01027647778391838,0.0,1.2331773042678833,流产,孩子,0.2807873785495758,0.2372245490550995,1.0,0.12331773340702057,0.0833333358168602,[],"[{'zh': '子孙', 'rcs': 0.3912564516067505, 'w': 0.5396809763434081}, {'zh': '儿子', 'rcs': 0.4516580104827881, 'w': 0.3370012883660927}]",0.71793205,0.69850504,0.7082186,0.27015626,0.4112127,0.34068447
abortion,choice,M-E+,流产,选择,8,6,0.14050590991973877,0.04010000079870224,0.08187134563922882,0.0,14.0,0.0,,,,,,,,,,0.71793205,0.6713163,0.6946242,0.27015626,0.061335858,0.16574606
abortion,termination,M-E+,流产,终止,8,11,0.3797210156917572,0.02169046923518181,0.04093567281961441,0.0,7.0,0.0,,,,,,,,,,0.71793205,0.6804573,0.69919467,0.27015626,0.066715926,0.1684361
abortion,stop,M-E+,流产,阻拦,8,4,0.11778312176465988,0.01236714981496334,0.023391813039779663,0.0,4.0,0.0,,,,,,,,,,0.71793205,0.7182478,0.71808994,0.27015626,0.09804956,0.18410291
abortion,necessary,M-E+,流产,必须,8,9,0.06992056965827942,0.032999999821186066,0.017543859779834747,0.0,3.0,0.0,,,,,,,,,,0.71793205,0.7094396,0.7136858,0.27015626,0.4949393,0.3825478
abortion,right,M-E+,流产,右,8,5,0.0738288089632988,0.006038132589310408,0.017543859779834747,0.0,3.0,0.0,,,,,,,,,,0.71793205,0.5805167,0.6492244,0.27015626,0.73007214,0.5001142
abortion,terminate,M-E+,流产,停止,8,9,0.32971689105033875,0.016142340376973152,0.017543859779834747,0.0,3.0,0.0,,,,,,,,,,0.71793205,0.5907005,0.6543163,0.27015626,0.08324313,0.1766997
absolutely,affirmative,M+E+,当然,肯定,10,11,0.4263514280319214,0.16370448470115662,0.018518518656492233,0.027295581996440887,3.0,1.9925775527954102,当然,肯定,0.4374991059303283,0.2783243656158447,0.5035449862480164,0.565299928188324,0.09589041024446487,"[{'zh': '极其', 'rcs': 0.4063208699226379, 'w': 0.49645503506769467}]","[{'zh': '同意', 'rcs': 0.3139987289905548, 'w': 0.43470005868303785}]",0.73079187,0.7771152,0.7539536,0.15803853,0.016294912,0.08716672
absolutely,must,M+E+,当然,一定,10,4,0.3291478455066681,0.15856866538524628,0.018518518656492233,0.010928258299827576,3.0,0.7977628111839294,当然,必须,0.4374991059303283,0.4039562046527862,0.5035449862480164,0.24585148692131042,0.054794520139694214,"[{'zh': '极其', 'rcs': 0.4063208699226379, 'w': 0.49645503506769467}]","[{'zh': '一定', 'rcs': 0.3296445608139038, 'w': 0.5280976774357837}, {'zh': '应该', 'rcs': 0.3101467490196228, 'w': 0.2260508374236768}]",0.73079187,0.6825472,0.70666957,0.15803853,0.13106914,0.14455384
absolutely,bingo,M+E-,当然,好,10,5,0.07151080667972565,0.17462940514087677,0.0,0.02069362998008728,0.0,1.5106348991394043,当然,好,0.4374991059303283,0.2145953923463821,0.5035449862480164,1.0,0.04109589010477066,"[{'zh': '极其', 'rcs': 0.4063208699226379, 'w': 0.49645503506769467}]",[],0.73079187,0.5805541,0.655673,0.15803853,0.0044899364,0.081264235
absolutely,terrible,M+E-,当然,可怕,10,8,0.03283237665891647,0.07903563976287842,0.0,0.01241137646138668,0.0,1.4893651008605957,极其,可怕,0.4063208699226379,0.5297982692718506,0.49645504355430603,1.0,0.02500000037252903,"[{'zh': '当然', 'rcs': 0.4374991059303283, 'w': 0.5035449649323054}]",[],0.73079187,0.6712215,0.70100665,0.15803853,0.05470987,0.1063742
absolutely,lot,M+E-,当然,许多,10,3,0.045999955385923386,0.10825386643409729,0.0,0.007909826003015041,0.0,0.9491789937019348,极其,很,0.4063208699226379,0.2711063623428345,0.49645504355430603,0.47797831892967224,0.03333333507180214,"[{'zh': '当然', 'rcs': 0.4374991059303283, 'w': 0.5035449649323054}]","[{'zh': '许多', 'rcs': 0.2009570002555847, 'w': 0.5220216919133179}]",0.73079187,0.69476354,0.71277773,0.15803853,0.10293417,0.13048634
absolutely,vodka,M-E+,当然,伏特加,10,5,0.05828528106212616,0.02472405880689621,0.03086419776082039,0.0,5.0,0.0,,,,,,,,,,0.73079187,0.78029966,0.75554574,0.15803853,0.26499563,0.21151708
absolutely,all,M-E+,当然,所有,10,3,0.22468404471874237,0.03554057329893112,0.02469135820865631,0.0,4.0,0.0,,,,,,,,,,0.73079187,0.739695,0.73524344,0.15803853,0.082618296,0.12032841
absolutely,right,M-E+,当然,右,10,5,0.20827001333236694,0.013197898864746094,0.02469135820865631,0.0,4.0,0.0,,,,,,,,,,0.73079187,0.5805167,0.6556543,0.15803853,0.73007214,0.44405532
abstract,art,M+E+,抽象,艺术,8,3,0.22744284570217133,0.07228333503007889,0.20000000298023224,0.011799409985542297,35.0,1.3333333730697632,抽象,艺术,0.4943577647209167,0.510563313961029,0.5,0.3333333432674408,0.07079645991325378,"[{'zh': '摘要', 'rcs': 0.2281232327222824, 'w': 0.5}]","[{'zh': '美术', 'rcs': 0.417583554983139, 'w': 0.3333333333333333}, {'zh': '文科', 'rcs': 0.2320181727409362, 'w': 0.3333333333333333}]",0.71995974,0.7389739,0.7294668,0.20111156,0.421173,0.31114227
abstract,summary,M+E+,抽象,总结,8,7,0.3153482973575592,0.1556749939918518,0.03999999910593033,0.013888888992369175,7.0,1.5,摘要,概括,0.2281232327222824,0.224544957280159,0.5,0.5,0.0555555559694767,"[{'zh': '抽象', 'rcs': 0.4943577647209167, 'w': 0.5}]","[{'zh': '总结', 'rcs': 0.2604963779449463, 'w': 0.5}]",0.71995974,0.7743147,0.7471372,0.20111156,0.2159572,0.20853437
abstract,papyrus,M+E-,抽象,文献,8,7,0.05424225702881813,0.257099986076355,0.0,0.02777777798473835,0.0,3.0,摘要,文献,0.2281232327222824,0.3159765005111694,0.5,1.0,0.0555555559694767,"[{'zh': '抽象', 'rcs': 0.4943577647209167, 'w': 0.5}]",[],0.71995974,0.60042167,0.6601907,0.20111156,0.0073819254,0.10424674
abstract,news,M+E-,抽象,新闻,8,4,0.07373172789812088,0.08752542734146118,0.0,0.02307012490928173,0.0,2.4915735721588135,摘要,新闻,0.2281232327222824,0.4185450077056885,0.5,0.7118781805038452,0.06481481343507767,"[{'zh': '抽象', 'rcs': 0.4943577647209167, 'w': 0.5}]","[{'zh': '消息', 'rcs': 0.2309300005435943, 'w': 0.2881218429053617}]",0.71995974,0.7357612,0.72786045,0.20111156,0.16517748,0.18314451
abstract,priority,M+E-,抽象,重点,8,8,0.015214663930237293,0.09894999861717224,0.0,0.009259259328246117,0.0,1.0,摘要,重点,0.2281232327222824,0.2549410760402679,0.5,0.5,0.03703703731298447,"[{'zh': '抽象', 'rcs': 0.4943577647209167, 'w': 0.5}]","[{'zh': '优先', 'rcs': 0.4027060568332672, 'w': 0.5}]",0.71995974,0.673059,0.69650936,0.20111156,0.09061628,0.14586392
abstract,mind,M-E+,抽象,脑子,8,4,0.11962030082941055,0.009371046908199787,0.022857142612338066,0.0,4.0,0.0,,,,,,,,,,0.71995974,0.66092896,0.69044435,0.20111156,0.30842122,0.2547664
abundance,plenty,M+E+,丰富,很多,9,6,0.7081843614578247,0.13009141385555267,0.14973261952400208,0.017338864505290985,28.0,1.6992086172103882,大量,很多,0.2053618431091308,0.2534093856811523,0.3940580189228058,0.8624154329299927,0.051020409911870956,"[{'zh': '丰富', 'rcs': 0.3511406779289245, 'w': 0.6059419892811263}]","[{'zh': '十分', 'rcs': 0.2441641986370086, 'w': 0.1375845789647584}]",0.6540682,0.69486153,0.6744648,0.36187977,0.21079212,0.28633595
abundance,lesson,M+E-,丰富,经验,9,6,0.007557128090411425,0.052171606570482254,0.0,0.009322185069322586,0.0,1.2118840217590332,丰富,经验,0.3511406779289245,0.2030529975891113,0.6059420108795166,0.5,0.03076923079788685,"[{'zh': '大量', 'rcs': 0.2053618431091308, 'w': 0.39405801071887364}]","[{'zh': '教训', 'rcs': 0.2233985960483551, 'w': 0.5}]",0.6540682,0.59752655,0.6257974,0.36187977,0.21315648,0.2875181
abundance,knowledge,M+E-,丰富,学识,9,9,0.021742189303040504,0.039787016808986664,0.0,0.008490636013448238,0.0,1.1037827730178833,丰富,知识,0.3511406779289245,0.4992357492446899,0.6059420108795166,0.2602282762527466,0.05384615436196327,"[{'zh': '大量', 'rcs': 0.2053618431091308, 'w': 0.39405801071887364}]","[{'zh': '学识', 'rcs': 0.3131828606128692, 'w': 0.36157174267369474}, {'zh': '学问', 'rcs': 0.352423220872879, 'w': 0.1790300825409474}, {'zh': '了解', 'rcs': 0.2615764737129211, 'w': 0.10476094989719575}, {'zh': '信息', 'rcs': 0.2479770183563232, 'w': 0.0944089478541804}]",0.6540682,0.72956836,0.69181824,0.36187977,0.1810612,0.2714705
abundance,task,M+E-,丰富,作业,9,4,0.007433804217725992,0.017353082075715065,0.0,0.007556426338851452,0.0,0.7405298352241516,大量,作业,0.2053618431091308,0.2130038887262344,0.3940580189228058,0.6264135241508484,0.030612245202064514,"[{'zh': '丰富', 'rcs': 0.3511406779289245, 'w': 0.6059419892811263}]","[{'zh': '任务', 'rcs': 0.3366776406764984, 'w': 0.2397872229429172}, {'zh': '工作', 'rcs': 0.2279596924781799, 'w': 0.13379926534367637}]",0.6540682,0.6444482,0.6492582,0.36187977,0.25538996,0.30863488
abundance,money,M-E+,丰富,钞票,9,5,0.09722524881362915,0.02720104530453682,0.03208556026220322,0.0,6.0,0.0,,,,,,,,,,0.6540682,0.78429097,0.7191796,0.36187977,0.537423,0.4496514
academy,university,M+E+,学业,大学,7,10,0.418582558631897,0.13828280568122864,0.07547169923782349,0.030863940715789795,16.0,3.5493531227111816,学院,大学,0.4789387881755829,0.5489556193351746,0.18373693525791168,1.0,0.0891089141368866,"[{'zh': '学业', 'rcs': 0.2247437387704849, 'w': 0.35493532946998657}, {'zh': '中学', 'rcs': 0.328750878572464, 'w': 0.35493532946998657}, {'zh': '学术', 'rcs': 0.2459141016006469, 'w': 0.10639239892833376}]",[],0.71428543,0.7498309,0.73205817,0.32913455,0.38085815,0.35499635
academy,study,M+E+,学业,研究,7,5,0.21624325215816498,0.05851449817419052,0.028301887214183807,0.008575646206736565,6.0,1.0282189846038818,学术,研究,0.2459141016006469,0.5011349320411682,0.10639239847660065,0.5369112491607666,0.1267605572938919,"[{'zh': '学业', 'rcs': 0.2247437387704849, 'w': 0.35493532946998657}, {'zh': '中学', 'rcs': 0.328750878572464, 'w': 0.35493532946998657}, {'zh': '学院', 'rcs': 0.4789387881755829, 'w': 0.18373694213169306}]","[{'zh': '学习', 'rcs': 0.2978116571903229, 'w': 0.46308877969366075}]",0.71428543,0.7599818,0.7371336,0.32913455,0.11891741,0.22402598
academy,score,M+E-,学业,分数,7,5,0.046971820294857025,0.04439058154821396,0.0,0.010287980549037457,0.0,1.1831177473068237,学业,成绩,0.2247437387704849,0.3146375119686126,0.35493531823158264,0.3333333432674408,0.08695652335882187,"[{'zh': '中学', 'rcs': 0.328750878572464, 'w': 0.35493532946998657}, {'zh': '学院', 'rcs': 0.4789387881755829, 'w': 0.18373694213169306}, {'zh': '学术', 'rcs': 0.2459141016006469, 'w': 0.10639239892833376}]","[{'zh': '分数', 'rcs': 0.2448720633983612, 'w': 0.3333333333333333}, {'zh': '得分', 'rcs': 0.3324843347072601, 'w': 0.3333333333333333}]",0.71428543,0.76063496,0.7374602,0.32913455,0.09729247,0.2132135
academy,success,M+E-,学业,成功,7,7,0.0717511773109436,0.08663970977067947,0.0,0.009259182028472424,0.0,1.0648059844970703,学业,成功,0.2247437387704849,0.2427760362625122,0.35493531823158264,1.0,0.0260869562625885,"[{'zh': '中学', 'rcs': 0.328750878572464, 'w': 0.35493532946998657}, {'zh': '学院', 'rcs': 0.4789387881755829, 'w': 0.18373694213169306}, {'zh': '学术', 'rcs': 0.2459141016006469, 'w': 0.10639239892833376}]",[],0.71428543,0.7269733,0.72062933,0.32913455,0.11341564,0.22127509
academy,military,M-E+,学业,军事,7,8,0.13291588425636292,0.006068270653486252,0.03773584961891174,0.0,8.0,0.0,,,,,,,,,,0.71428543,0.76135147,0.7378185,0.32913455,0.24250275,0.28581864
academy,police,M-E+,学业,警方,7,6,0.12767837941646576,0.006289684679359198,0.033018868416547775,0.0,7.0,0.0,,,,,,,,,,0.71428543,0.72112674,0.7177061,0.32913455,0.041123297,0.18512893
academy,learn,M-E+,学业,听到,7,5,0.2198410928249359,0.013211160898208618,0.02358490601181984,0.0,5.0,0.0,,,,,,,,,,0.71428543,0.54507136,0.62967837,0.32913455,0.015549931,0.17234224
academy,award,M-E+,学业,奖状,7,5,0.21610750257968903,0.03683903068304062,0.014150943607091904,0.0,3.0,0.0,,,,,,,,,,0.71428543,0.719095,0.7166902,0.32913455,0.5372194,0.433177
academy,private,M-E+,学业,私人,7,7,0.1091856136918068,0.014339386485517025,0.014150943607091904,0.0,3.0,0.0,,,,,,,,,,0.71428543,0.74954903,0.73191726,0.32913455,0.25250182,0.29081818
accent,language,M+E+,口音,语言,6,8,0.34439364075660706,0.3353999853134155,0.1319444477558136,0.028846153989434242,19.0,3.0,口音,语言,0.3899897933006286,0.5519654750823975,1.0,1.0,0.028846153989434242,[],[],0.7131837,0.75385934,0.7335215,0.2640083,0.12085782,0.19243306
accent,north,M+E-,口音,北,6,5,0.06984800845384598,0.16715000569820404,0.0,0.01923076994717121,0.0,2.0,口音,北方,0.3899897933006286,0.4036663472652435,1.0,0.5,0.03846153989434242,[],"[{'zh': '北', 'rcs': 0.4191935062408447, 'w': 0.5}]",0.7131837,0.76890206,0.74104285,0.2640083,0.7031058,0.48355705
accent,stress,M-E+,口音,重要性,6,6,0.0615403838455677,0.01863349974155426,0.0416666679084301,0.0,6.0,0.0,,,,,,,,,,0.7131837,0.60531676,0.65925026,0.2640083,0.20321737,0.23361284
accent,sound,M-E+,口音,音响,6,5,0.10766205191612244,0.03357392176985741,0.02083333395421505,0.0,3.0,0.0,,,,,,,,,,0.7131837,0.73403955,0.7236116,0.2640083,0.33101895,0.29751363
accomplish,success,M+E+,完成,成功,10,7,0.5497671365737915,0.20489999651908875,0.08982036262750626,0.05128205195069313,15.0,6.0,完成,成功,0.3346570134162903,0.2427760362625122,1.0,1.0,0.05128205195069313,[],[],0.655248,0.7269733,0.6911106,0.1745294,0.11341564,0.14397252
accomplish,task,M+E+,完成,作业,10,4,0.25419923663139343,0.16280487179756165,0.0359281450510025,0.06424754112958908,6.0,7.516962051391602,完成,任务,0.3346570134162903,0.3366776406764984,1.0,0.23978722095489502,0.18803419172763824,[],"[{'zh': '作业', 'rcs': 0.2130038887262344, 'w': 0.6264135117134064}, {'zh': '工作', 'rcs': 0.2279596924781799, 'w': 0.13379926534367637}]",0.655248,0.6444482,0.6498481,0.1745294,0.25538996,0.21495968
accomplish,work,M+E+,完成,著作,10,4,0.19347667694091797,0.13522076606750488,0.02994011901319027,0.03643291816115379,5.0,4.262651443481445,完成,工作,0.3346570134162903,0.2061168104410171,1.0,0.4736279249191284,0.07692307978868484,[],"[{'zh': '著作', 'rcs': 0.2752782106399536, 'w': 0.5263720605300835}]",0.655248,0.66201013,0.65862906,0.1745294,0.07402858,0.12427899
accomplish,victory,M+E+,完成,胜利,10,7,0.3769749701023102,0.09246127307415009,0.01796407252550125,0.02314106374979019,3.0,2.7075042724609375,完成,成功,0.3346570134162903,0.2115495800971985,1.0,0.45125073194503784,0.05128205195069313,[],"[{'zh': '胜利', 'rcs': 0.3314472436904907, 'w': 0.5487492532359678}]",0.655248,0.75799304,0.7066205,0.1745294,0.3440447,0.25928706
