stim_id,cue_en,target_en,condition,route_cue_zh,route_target_zh,delete,changed,reason,rw_en,"rw_zh, alignment weighted",str_en,"str_zh, alignment weighted",cnt_en,"cnt_zh, alignment weighted",cue_sim_cos_rw,target_sim_cos_rw,pair_sim_cos_rw,route_cue_rcs,route_target_rcs,route_cue_w,route_target_w,route_s_zh,route_cue_other_translations,route_target_other_translations,cov_distance,cue_sim_cos_str,target_sim_cos_str,pair_sim_cos_str,cue_zh,target_zh,cue_len,target_len
10,barrel,rice,M+E-,桶,饭,,y,duplicate route,0.06198134273290630,0.0687749981880188,0.0,0.01595744676887990,0.0,1.5,0.72587246,0.86023504,0.79305375,0.4394333362579350,0.4602023959159850,1.0,0.25,0.06382978707551960,[],"[{'zh': '米饭', 'rcs': 0.5950742959976196, 'w': 0.25}, {'zh': '大米', 'rcs': 0.5953600406646729, 'w': 0.25}, {'zh': '米', 'rcs': 0.2004998624324798, 'w': 0.25}]",0.9885828218944940,0.19569644,0.17163135,0.1836639,桶,米饭,6,4
11,barrel,monkey,M-E+,,,,,,0.0991058349609375,0.02192801795899870,0.03720930218696590,0.0,8.0,0.0,0.72587246,0.803336,0.7646042,,,,,,,,0.6215740968782990,0.19569644,0.5658823,0.3807894,桶,猴子,6,6
12,belt,leather,M+E+,腰带,皮革,,,,0.27463361620903000,0.12389335036277800,0.10849056392908100,0.010164357721805600,23.0,0.9147921800613400,0.76060283,0.7873352,0.77396905,0.4163514971733090,0.6170324683189390,0.304930716753006,1.0,0.03333333507180210,"[{'zh': '带', 'rcs': 0.2452611625194549, 'w': 0.3271426424436043}, {'zh': '皮带', 'rcs': 0.4041090309619903, 'w': 0.19097368060181708}, {'zh': '带子', 'rcs': 0.2921146154403686, 'w': 0.17695295689897544}]",[],1.4911704272879200,0.30838487,0.21277216,0.2605785,带,皮革,4,7
13,belt,sack,M+E-,带,袋子,,,,0.04250582680106160,0.08895009011030200,0.0,0.01078492309898140,0.0,0.9814279675483700,0.76060283,0.7359671,0.74828494,0.2452611625194550,0.2280734628438950,0.3271426558494570,1.0,0.032967034727335000,"[{'zh': '腰带', 'rcs': 0.4163514971733093, 'w': 0.3049307200556031}, {'zh': '皮带', 'rcs': 0.4041090309619903, 'w': 0.19097368060181708}, {'zh': '带子', 'rcs': 0.2921146154403686, 'w': 0.17695295689897544}]",[],0.34696536682848700,0.30838487,0.12801418,0.21819952,带,袋子,4,4
14,belt,loop,M-E+,,,,,,0.1866176426410680,0.011796684935689000,0.04245283082127570,0.0,9.0,0.0,0.76060283,0.65861017,0.7096065,,,,,,,,0.9150409552957740,0.30838487,0.543234,0.42580944,带,圈,4,4
15,bench,park,M+E+,长椅,公园,,,,0.2968735992908480,0.13757529854774500,0.1593625545501710,0.12394170463085200,40.0,15.492713928222700,0.7617733,0.78119713,0.7714852,0.2888665795326230,0.5533136129379270,1.0,0.38731783628463700,0.3199999928474430,[],"[{'zh': '庭院', 'rcs': 0.3167878687381744, 'w': 0.3873178485052622}, {'zh': '停车场', 'rcs': 0.4356929063796997, 'w': 0.16419304137673238}, {'zh': '庄园', 'rcs': 0.3247393667697906, 'w': 0.06117126161274324}]",1.195640905863260,0.66365933,0.1420726,0.40286598,长椅,庭院,5,4
16,bench,lover,M+E-,长椅,情侣,,,,0.009054317139089110,0.040962573140859600,0.0,0.012401157990098,0.0,1.5501446723938000,0.7617733,0.74432623,0.75304973,0.2888665795326230,0.3756688237190250,1.0,0.3875361680984500,0.03200000151991840,[],"[{'zh': '情人', 'rcs': 0.4167958498001098, 'w': 0.3875361571585559}, {'zh': '爱人', 'rcs': 0.4504662752151489, 'w': 0.22492768568288826}]",1.241096753358520,0.66365933,0.23645446,0.4500569,长椅,情人,5,5
17,bench,press,M-E+,,,,?,synonym in en,0.10324922204017600,0.013100000098347700,0.03187251091003420,0.0,8.0,0.0,0.7617733,0.6138731,0.6878232,,,,,,,,1.3420434166556500,0.66365933,0.00453229,0.3340958,长椅,评论,5,5
18,blast,bomb,M+E+,爆炸,炸弹,,,,0.4350455403327940,0.15305694937706000,0.13385826349258400,0.013891114853322500,17.0,1.5280226469039900,0.78289163,0.8075657,0.79522866,0.4362828135490420,0.4657172560691830,0.7640113234519960,0.3333333432674410,0.05454545468091970,"[{'zh': '响声', 'rcs': 0.3306280076503753, 'w': 0.23598869700517877}]","[{'zh': '核弹', 'rcs': 0.368561178445816, 'w': 0.3333333333333333}, {'zh': '轰炸', 'rcs': 0.3353384733200073, 'w': 0.3333333333333333}]",1.1955943660292500,0.20434366,0.3391666,0.27175513,爆炸,核弹,5,4
19,blast,voice,M+E-,响声,声音,,,,0.0399295836687088,0.0795045867562294,0.0,0.01685633510351180,0.0,1.6519207954406700,0.78289163,0.7235539,0.75322276,0.3306280076503750,0.4346926212310790,0.23598869144916500,1.0,0.0714285746216774,"[{'zh': '爆炸', 'rcs': 0.4362828135490417, 'w': 0.7640113029948211}]",[],0.9294008697144910,0.20434366,0.20194404,0.20314385,爆炸,声音,5,5
20,blast,party,M-E+,,,,,,0.06412847340106960,0.01722845435142520,0.06299212574958800,0.0,8.0,0.0,0.78289163,0.5295197,0.65620565,,,,,,,,1.4424811986953100,0.20434366,0.051740978,0.12804233,爆炸,党派,5,5
21,block,street,M+E+,街区,街道,,,,0.17185312509536700,0.08155160397291180,0.04830917716026310,0.022198162972927100,10.0,2.3974015712738000,0.5981291,0.77889574,0.68851244,0.3015282750129700,0.4668838083744050,0.3003528416156770,0.4434416890144350,0.1666666716337200,"[{'zh': '大楼', 'rcs': 0.2855587303638458, 'w': 0.30035285066531436}, {'zh': '立方体', 'rcs': 0.3033852279186249, 'w': 0.30035285066531436}, {'zh': '块', 'rcs': 0.3588471710681915, 'w': 0.0989414480040568}]","[{'zh': '街', 'rcs': 0.5340383648872375, 'w': 0.2582630918582018}, {'zh': '路', 'rcs': 0.428592711687088, 'w': 0.17541440449220072}, {'zh': '大街', 'rcs': 0.5593153238296509, 'w': 0.12288080151686276}]",0.8891773781149380,0.13787603,0.3035475,0.22071177,大楼,街道,5,6
22,block,mansion,M+E-,大楼,大厦,?,,poor translation,0.045758865773677800,0.1821640133857730,0.0,0.036042340099811600,0.0,3.604234218597410,0.5981291,0.605979,0.60205406,0.2855587303638460,0.4652509689331050,0.3003528416156770,1.0,0.11999999731779100,"[{'zh': '街区', 'rcs': 0.3015282750129699, 'w': 0.30035285066531436}, {'zh': '立方体', 'rcs': 0.3033852279186249, 'w': 0.30035285066531436}, {'zh': '块', 'rcs': 0.3588471710681915, 'w': 0.0989414480040568}]",[],1.4402009273260700,0.13787603,0.01085868,0.07436736,大楼,大厦,5,7
23,block,toy,M-E+,,,,,,0.09373296052217480,0.036282625049352600,0.04830917716026310,0.0,10.0,0.0,0.5981291,0.7505278,0.67432845,,,,,,,,1.1594116762146500,0.13787603,0.20527373,0.17157489,大楼,玩具,5,3
24,border,state,M+E+,边界,国家,,,,0.16155199706554400,0.09998095780611040,0.03086419776082040,0.01081028301268820,5.0,1.167510747909550,0.6317142,0.7015089,0.66661155,0.3967014253139500,0.2936394810676570,0.1590379923582080,0.734108030796051,0.09259258955717090,"[{'zh': '边境', 'rcs': 0.4416214823722839, 'w': 0.4204810016270035}, {'zh': '边疆', 'rcs': 0.2616983354091644, 'w': 0.4204810016270035}]","[{'zh': '规定', 'rcs': 0.2473006099462509, 'w': 0.26589196465579745}]",1.3195349259653600,0.21258223,0.25638014,0.23448119,边境,国家,6,5
25,border,soldier,M+E-,边疆,战士,,,,0.044731561094522500,0.05734517052769660,0.0,0.009503674693405630,0.0,1.0644115209579500,0.6317142,0.75581336,0.6937638,0.2616983354091640,0.3228359520435330,0.42048099637031600,0.31642675399780300,0.0714285746216774,"[{'zh': '边境', 'rcs': 0.4416214823722839, 'w': 0.4204810016270035}, {'zh': '边界', 'rcs': 0.3967014253139496, 'w': 0.15903799674599292}]","[{'zh': '兵', 'rcs': 0.3273873627185821, 'w': 0.3164267561764707}, {'zh': '军人', 'rcs': 0.4203858375549316, 'w': 0.18820543137467238}, {'zh': '士兵', 'rcs': 0.4214936792850494, 'w': 0.17894105627238624}]",0.7699646229619350,0.21258223,0.31563348,0.26410785,边境,战士,6,7
26,border,barrier,M-E+,,,,,,0.18023288249969500,0.015557796694338300,0.02469135820865630,0.0,4.0,0.0,0.6317142,0.6874486,0.6595814,,,,,,,,1.0066423638169700,0.21258223,0.09970817,0.1561452,边境,障碍,6,7
27,brick,cement,M+E+,砖头,水泥,,,,0.4374702572822570,0.1797666847705840,0.021621622145175900,0.012578616850078100,4.0,1.3333333730697600,0.741537,0.7559994,0.7487682,0.3522881269454960,0.5626490116119390,0.3333333432674410,1.0,0.03773584961891170,"[{'zh': '积木', 'rcs': 0.2154386341571808, 'w': 0.3333333333333333}, {'zh': '砖', 'rcs': 0.5376665592193604, 'w': 0.3333333333333333}]",[],0.6611438591540120,0.22103651,0.28496802,0.25300226,积木,水泥,5,6
28,brick,toy,M+E-,积木,玩具,,,,0.05573732778429990,0.15913334488868700,0.0,0.0451977401971817,0.0,5.333333492279050,0.741537,0.7505278,0.74603236,0.2154386341571810,0.4676190018653870,0.3333333432674410,1.0,0.1355932205915450,"[{'zh': '砖头', 'rcs': 0.3522881269454956, 'w': 0.3333333333333333}, {'zh': '砖', 'rcs': 0.5376665592193604, 'w': 0.3333333333333333}]",[],1.0121330937879800,0.22103651,0.20527373,0.21315512,积木,玩具,5,3
29,brick,layer,M-E+,,,,,,0.200916588306427,0.01743333414196970,0.021621622145175900,0.0,4.0,0.0,0.741537,0.5463708,0.6439539,,,,,,,,1.3416863579321800,0.22103651,0.17130128,0.1961689,积木,层次,5,5
30,bubble,soap,M+E+,泡沫,肥皂,,,,0.34357553720474200,0.05552026256918910,0.15068493783474000,0.008560298010706900,33.0,0.8132283687591550,0.7646963,0.7759434,0.7703198,0.4069440960884090,0.3308897018432620,0.07059616595506670,0.5,0.0891089141368866,"[{'zh': '泡泡', 'rcs': 0.3187713325023651, 'w': 0.23235095813660003}, {'zh': '起泡', 'rcs': 0.3191709220409393, 'w': 0.23235095813660003}, {'zh': '气泡', 'rcs': 0.3949038386344909, 'w': 0.23235095813660003}, {'zh': '泡', 'rcs': 0.3404182195663452, 'w': 0.23235095813660003}]","[{'zh': '香皂', 'rcs': 0.2565927505493164, 'w': 0.5}]",1.0756430327784300,0.17728187,0.42318115,0.30023152,泡泡,香皂,6,4
31,bubble,sugar,M+E-,泡泡,糖,,,,0.0540446862578392,0.07260967791080480,0.0,0.017120596021413800,0.0,1.6264567375183100,0.7646963,0.8346725,0.7996844,0.3187713325023650,0.6042978167533880,0.23235096037387800,1.0,0.0736842080950737,"[{'zh': '起泡', 'rcs': 0.3191709220409393, 'w': 0.23235095813660003}, {'zh': '气泡', 'rcs': 0.3949038386344909, 'w': 0.23235095813660003}, {'zh': '泡', 'rcs': 0.3404182195663452, 'w': 0.23235095813660003}, {'zh': '泡沫', 'rcs': 0.4069440960884094, 'w': 0.07059616745359987}]",[],1.001044055351410,0.17728187,0.2812132,0.22924754,泡泡,糖,6,5
32,bubble,round,M-E+,,,,,,0.09997345507144930,0.009340507909655570,0.0502283088862896,0.0,11.0,0.0,0.7646963,0.46832725,0.61651176,,,,,,,,1.4052008569773400,0.17728187,0.014070731,0.0956763,泡泡,回合,6,5
33,bull,red,M+E+,公牛,红色,,,,0.04432765394449230,0.028466667979955700,0.0839160829782486,0.035087719559669500,12.0,2.0,0.7259266,0.7974439,0.76168525,0.3644729852676390,0.3834229111671450,1.0,0.3333333432674410,0.10526315867900800,[],"[{'zh': '红的', 'rcs': 0.2435952574014663, 'w': 0.3333333333333333}, {'zh': '红', 'rcs': 0.3943059742450714, 'w': 0.3333333333333333}]",1.1787773553645500,0.082972884,0.3534052,0.21818905,公牛,红的,4,3
34,bull,angle,M+E-,公牛,角,y,,polysemy in zh,0.010572373867034900,0.1518959105014800,0.0,0.03850925713777540,0.0,2.1950275897979700,0.7259266,0.62731457,0.6766206,0.3644729852676390,0.2185849845409390,1.0,0.7316758632659910,0.05263157933950420,[],"[{'zh': '角度', 'rcs': 0.3891266286373138, 'w': 0.26832411603542305}]",1.393369138245420,0.082972884,0.16969074,0.1263318,公牛,角,4,5
35,bull,market,M-E+,,,,,,0.07433144748210910,0.00848471000790596,0.0279720276594162,0.0,4.0,0.0,0.7259266,0.771651,0.74878883,,,,,,,,0.991713581779033,0.082972884,0.09831905,0.09064597,公牛,市场,4,6
36,butt,rear,M+E+,屁股,臀部,,,,0.38679614663124100,0.5623000264167790,0.058252427726984000,0.07207207381725310,12.0,8.0,0.7246236,0.54897034,0.63679695,0.4348784983158110,0.2361449003219600,1.0,1.0,0.07207207381725310,[],[],1.2463019216456300,0.17101058,0.27734083,0.2241757,屁股,臀部,4,4
37,butt,body,M+E-,屁股,身体,,,,0.053883977234363600,0.1084931418299680,0.0,0.014416160993278000,0.0,1.6001938581466700,0.7246236,0.68073213,0.70267785,0.4348784983158110,0.3793242275714870,1.0,0.40004846453666700,0.036036036908626600,[],"[{'zh': '尸体', 'rcs': 0.214199960231781, 'w': 0.4000484667624227}, {'zh': '物体', 'rcs': 0.4174042642116546, 'w': 0.19990306647515454}]",0.8785453445743650,0.17101058,0.043146376,0.10707848,屁股,尸体,4,4
38,butt,sex,M-E+,,,y,,profanity,0.06541331857442860,0.024925777688622500,0.02427184395492080,0.0,5.0,0.0,0.7246236,0.72243667,0.7235302,,,,,,,,1.075370317897990,0.17101058,0.29370517,0.23235787,屁股,性,4,3
39,button,switch,M+E+,按钮,开关,,y,poor translation,0.1046920195221900,0.07998200505971910,0.01595744676887990,0.019166335463523900,3.0,1.839968204498290,0.78395116,0.6346009,0.709276,0.4878642857074740,0.3317148685455320,0.22952285408973700,0.6166532635688780,0.1354166716337200,"[{'zh': '扣子', 'rcs': 0.3900531828403473, 'w': 0.22952285107089268}, {'zh': '按键', 'rcs': 0.4508865475654602, 'w': 0.22952285107089268}, {'zh': '纽扣', 'rcs': 0.3458504974842071, 'w': 0.22952285107089268}, {'zh': '键', 'rcs': 0.3273929059505462, 'w': 0.08190859571642929}]","[{'zh': '转换', 'rcs': 0.3224034905433655, 'w': 0.19782583341149027}, {'zh': '转移', 'rcs': 0.2481322288513183, 'w': 0.09754687964753536}, {'zh': '交换', 'rcs': 0.2526579201221466, 'w': 0.08797401518700525}]",0.8330791251581870,0.14869538,0.10374456,0.12621997,扣子,开关,6,6
40,button,voice,M+E-,按键,声音,,?,low str,0.014528078027069600,0.025775417685508700,0.0,0.009979254566133020,0.0,0.9180914163589480,0.78395116,0.7235539,0.7537525,0.4508865475654600,0.4346926212310790,0.22952285408973700,1.0,0.043478261679410900,"[{'zh': '扣子', 'rcs': 0.3900531828403473, 'w': 0.22952285107089268}, {'zh': '按钮', 'rcs': 0.4878642857074737, 'w': 0.22952285107089268}, {'zh': '纽扣', 'rcs': 0.3458504974842071, 'w': 0.22952285107089268}, {'zh': '键', 'rcs': 0.3273929059505462, 'w': 0.08190859571642929}]",[],1.096499843575140,0.14869538,0.20194404,0.1753197,扣子,声音,6,5
41,button,press,M-E+,,,,,,0.1876007467508320,0.017191262915730500,0.058510638773441300,0.0,11.0,0.0,0.78395116,0.6138731,0.69891214,,,,,,,,1.1777295370329400,0.14869538,0.00453229,0.076613836,扣子,评论,6,5
42,cancer,sickness,M+E+,癌,疾病,,,,0.3293450176715850,0.17241623997688300,0.05343511328101160,0.013135694898665000,7.0,1.4317907094955400,0.7922889,0.7799919,0.78614044,0.643173336982727,0.4873869121074680,0.5,0.5727162957191470,0.0458715595304966,"[{'zh': '癌症', 'rcs': 0.6733107566833496, 'w': 0.5}]","[{'zh': '恶心', 'rcs': 0.4008625745773315, 'w': 0.17974843156570344}, {'zh': '呕吐', 'rcs': 0.4489710330963135, 'w': 0.1162461307620861}, {'zh': '厌恶', 'rcs': 0.2158258259296417, 'w': 0.07098864434248908}, {'zh': '悲伤', 'rcs': 0.2323462665081024, 'w': 0.06030047312504205}]",1.1835144178330300,0.097811274,0.22926068,0.16353598,癌症,疾病,6,8
43,cancer,perish,M+E-,癌症,死亡,,,,0.05828866735100750,0.04083135724067690,0.0,0.023990033194422700,0.0,2.5669333934783900,0.7922889,0.6875172,0.7399031,0.6733107566833500,0.2510530650615690,0.5,0.3422577977180480,0.14018692076206200,"[{'zh': '癌', 'rcs': 0.643173336982727, 'w': 0.5}]","[{'zh': '丧失', 'rcs': 0.3378564715385437, 'w': 0.3900043667165838}, {'zh': '毁灭', 'rcs': 0.3822246491909027, 'w': 0.26773784416724294}]",1.3073423365882300,0.097811274,0.042202048,0.07000666,癌症,丧失,6,6
44,cancer,research,M-E+,,,,,,0.06339406222105030,0.008587397634983060,0.030534351244568800,0.0,4.0,0.0,0.7922889,0.6132488,0.70276886,,,,,,,,1.2611135150971700,0.097811274,0.06620239,0.08200683,癌症,探索,6,8
45,cannon,weapon,M+E+,大炮,武器,,,,0.3683567941188810,0.17270594835281400,0.055276382714510000,0.020697085186839100,11.0,1.779949426651000,0.7808657,0.7073319,0.7440988,0.4868981540203090,0.4844430685043340,1.0,0.2542784810066220,0.08139535039663320,[],"[{'zh': '凶器', 'rcs': 0.2454517632722854, 'w': 0.5076603114202342}, {'zh': '兵器', 'rcs': 0.4094533324241638, 'w': 0.16383712565252684}, {'zh': '工具', 'rcs': 0.2591533958911896, 'w': 0.07422409669575192}]",0.9073439622456950,0.24590074,0.6664765,0.45618862,大炮,凶器,6,6
46,cannon,airplane,M+E-,大炮,飞机,,,,0.0480201281607151,0.16910000145435300,0.0,0.04651162773370740,0.0,4.0,0.7808657,0.8041768,0.79252124,0.4868981540203090,0.4810656905174260,1.0,1.0,0.04651162773370740,[],[],0.9909127755244310,0.24590074,0.548523,0.39721188,大炮,飞机,6,8
47,cannon,camera,M-E+,,,,,,0.08871393650770190,0.014233333989977800,0.04020100459456440,0.0,8.0,0.0,0.7808657,0.7588961,0.7698809,,,,,,,,1.0341331367861900,0.24590074,0.55002904,0.3979649,大炮,相机,6,6
48,cell,phone,M+E+,电池,手机,,,,0.2760106027126310,0.03960262984037400,0.2198275923728940,0.020449677482247400,51.0,1.513276219367980,0.69735515,0.7446308,0.720993,0.3752782046794890,0.4162161350250240,0.3265281617641450,0.3310316503047940,0.18918919563293500,"[{'zh': '细胞', 'rcs': 0.5658032298088074, 'w': 0.6734718358099498}]","[{'zh': '电话', 'rcs': 0.4296647608280182, 'w': 0.6689683530984972}]",1.0678754603764100,0.19988123,0.08842685,0.14415404,细胞,电话,4,5
49,cell,split,M+E-,细胞,分裂,,,,0.042959898710250900,0.09205140918493270,0.0,0.013967393897473800,0.0,1.2430980205535900,0.69735515,0.68003774,0.68869644,0.5658032298088070,0.2465959638357160,0.6734718084335330,0.4614514112472530,0.04494382068514820,"[{'zh': '电池', 'rcs': 0.3752782046794891, 'w': 0.3265281641900501}]","[{'zh': '分离', 'rcs': 0.2221004962921142, 'w': 0.27476371614688927}, {'zh': '分开', 'rcs': 0.2601527571678161, 'w': 0.26378487540017903}]",0.687759018478743,0.19988123,0.08168606,0.14078364,细胞,分裂,4,5
50,cell,jail,M-E+,,,,,,0.21122011542320300,0.010893238708376900,0.12068965286016500,0.0,28.0,0.0,0.69735515,0.78983456,0.7435949,,,,,,,,0.39156232258412800,0.19988123,0.33836442,0.26912284,细胞,监狱,4,4
51,cellar,wine,M+E+,地窖,酒,,,,0.19139467179775200,0.10992316156625700,0.3195266127586370,0.014402813278138600,54.0,1.5122953653335600,0.75148815,0.82116216,0.78632516,0.5133994817733770,0.5839354395866390,0.7117900252342220,0.11803538352251100,0.17142857611179400,"[{'zh': '地下室', 'rcs': 0.4973924160003662, 'w': 0.2882099641173327}]","[{'zh': '红酒', 'rcs': 0.6238476037979126, 'w': 0.44098230964746854}, {'zh': '葡萄酒', 'rcs': 0.5747804641723633, 'w': 0.44098230964746854}]",1.4017753951392700,0.15617557,0.25448346,0.20532951,地窖,红酒,6,4
52,cellar,liquor,M+E-,地窖,酒,y,,duplicate route,0.0692436620593071,0.18050995469093300,0.0,0.1220211535692220,0.0,12.812220573425300,0.75148815,0.80507517,0.7782817,0.5133994817733770,0.4539623856544490,0.7117900252342220,1.0,0.17142857611179400,"[{'zh': '地下室', 'rcs': 0.4973924160003662, 'w': 0.2882099641173327}]",[],0.33409955310417300,0.15617557,0.6628885,0.40953204,地窖,酒,6,6
53,cellar,bottom,M-E+,,,,,,0.18840007483959200,0.035322628915309900,0.017751479521393800,0.0,3.0,0.0,0.75148815,0.69940823,0.7254482,,,,,,,,0.9893420914713140,0.15617557,0.3808172,0.2684964,地窖,底部,6,6
54,chips,potato,M+E+,薯片,土豆,,,,0.4689476788043980,0.14011156558990500,0.20624999701976800,0.019134650006890300,33.0,2.162215232849120,0.8494861,0.8585923,0.8540392,0.4061576426029210,0.5999026298522950,0.3931300640106200,0.5,0.09734513610601430,"[{'zh': '薯条', 'rcs': 0.4132479429244995, 'w': 0.39313006220577895}, {'zh': '片', 'rcs': 0.2534704208374023, 'w': 0.21373987558844212}]","[{'zh': '马铃薯', 'rcs': 0.6352267861366272, 'w': 0.5}]",0.5253638030100090,0.41253394,0.2965405,0.35453722,薯片,马铃薯,5,6
55,chips,movie,M+E-,片,电影,y,,polysemy in zh,0.01134582795202730,0.05104108154773710,0.0,0.009606286883354190,0.0,0.8549594879150390,0.8494861,0.75840205,0.8039441,0.2534704208374020,0.40373095870018,0.21373987197876000,1.0,0.04494382068514820,"[{'zh': '薯片', 'rcs': 0.4061576426029205, 'w': 0.39313006220577895}, {'zh': '薯条', 'rcs': 0.4132479429244995, 'w': 0.39313006220577895}]",[],1.1323187409465900,0.41253394,0.6955069,0.5540204,薯片,电影,5,5
56,chips,poker,M-E+,,,,,,0.21336530148983000,0.014042709954083000,0.11874999850988400,0.0,19.0,0.0,0.8494861,0.6640656,0.75677586,,,,,,,,0.6552541010527700,0.41253394,0.024044998,0.21828946,薯片,扑克,5,5
